IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.84.214,8080,8080,FALSE,SIN,Asia Pacific,Singapore,27,7.46
8.219.73.188,8880,8880,FALSE,SIN,Asia Pacific,Singapore,12,7.46
8.218.207.169,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,80,7.46
8.222.222.64,80,80,FALSE,SIN,Asia Pacific,Singapore,10,7.45
8.222.224.17,2053,2053,TRUE,SIN,Asia Pacific,Singapore,76,7.45
47.236.202.91,8080,8080,FALSE,SIN,Asia Pacific,Singapore,15,7.45
8.219.78.1,2095,2095,FALSE,SIN,Asia Pacific,Singapore,28,7.45
8.219.12.152,80,80,FALSE,SIN,Asia Pacific,Singapore,2,7.45
8.218.146.204,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,92,7.45
8.219.153.237,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,98,7.44
47.236.125.62,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,83,7.44
47.236.202.91,2052,2052,FALSE,SIN,Asia Pacific,Singapore,36,7.44
8.218.8.142,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,105,7.44
8.219.103.126,8443,8443,TRUE,SIN,Asia Pacific,Singapore,46,7.44
8.210.39.96,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,83,7.44
47.236.180.51,8443,8443,TRUE,SIN,Asia Pacific,Singapore,205,7.43
8.219.61.52,2086,2086,FALSE,SIN,Asia Pacific,Singapore,14,7.43
8.219.170.223,2082,2082,FALSE,SIN,Asia Pacific,Singapore,14,7.43
8.219.12.152,2095,2095,FALSE,SIN,Asia Pacific,Singapore,6,7.43
8.218.52.115,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,77,7.42
8.219.137.50,2052,2052,FALSE,SIN,Asia Pacific,Singapore,223,7.42
8.222.221.109,8880,8880,FALSE,SIN,Asia Pacific,Singapore,4,7.42
8.217.159.210,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,100,7.42
47.238.4.124,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,41,7.42
8.222.128.131,8443,8443,TRUE,SIN,Asia Pacific,Singapore,83,7.41
47.76.178.146,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,44,7.41
8.210.55.134,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,47,7.41
8.219.174.142,443,443,TRUE,SIN,Asia Pacific,Singapore,101,7.41
47.236.121.7,2052,2052,FALSE,SIN,Asia Pacific,Singapore,14,7.41
8.219.42.72,8880,8880,FALSE,SIN,Asia Pacific,Singapore,7,7.41
8.219.156.148,2052,2052,FALSE,SIN,Asia Pacific,Singapore,11,7.41
8.219.170.223,2082,2082,FALSE,SIN,Asia Pacific,Singapore,5,7.4
8.219.145.245,8880,8880,FALSE,SIN,Asia Pacific,Singapore,6,7.4
8.219.83.201,80,80,FALSE,SIN,Asia Pacific,Singapore,30,7.4
8.219.178.101,2083,2083,TRUE,SIN,Asia Pacific,Singapore,43,7.4
47.236.125.62,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,81,7.39
8.218.18.235,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,81,7.39
8.222.208.83,2053,2053,TRUE,SIN,Asia Pacific,Singapore,42,7.39
8.219.114.201,2083,2083,TRUE,SIN,Asia Pacific,Singapore,84,7.39
8.217.145.40,80,80,FALSE,HKG,Asia Pacific,Hong Kong,60,7.39
8.219.103.126,2083,2083,TRUE,SIN,Asia Pacific,Singapore,88,7.38
8.222.128.131,2096,2096,TRUE,SIN,Asia Pacific,Singapore,97,7.38
47.243.162.49,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,42,7.38
47.236.169.164,2096,2096,TRUE,SIN,Asia Pacific,Singapore,81,7.38
8.219.72.51,8880,8880,FALSE,SIN,Asia Pacific,Singapore,9,7.38
8.219.102.252,443,443,TRUE,SIN,Asia Pacific,Singapore,93,7.38
8.219.72.50,2053,2053,TRUE,SIN,Asia Pacific,Singapore,110,7.38
8.219.222.98,2053,2053,TRUE,SIN,Asia Pacific,Singapore,58,7.38
8.219.194.170,8443,8443,TRUE,SIN,Asia Pacific,Singapore,95,7.37
8.219.113.232,2086,2086,FALSE,SIN,Asia Pacific,Singapore,24,7.37
47.236.253.41,80,80,FALSE,SIN,Asia Pacific,Singapore,37,7.37
8.222.237.131,2083,2083,TRUE,SIN,Asia Pacific,Singapore,110,7.37
47.236.144.208,2086,2086,FALSE,SIN,Asia Pacific,Singapore,12,7.37
8.219.101.138,2095,2095,FALSE,SIN,Asia Pacific,Singapore,26,7.37
8.219.84.102,2086,2086,FALSE,SIN,Asia Pacific,Singapore,6,7.36
47.245.115.6,2086,2086,FALSE,SIN,Asia Pacific,Singapore,30,7.36
47.236.87.206,2052,2052,FALSE,SIN,Asia Pacific,Singapore,19,7.36
8.219.111.175,8880,8880,FALSE,SIN,Asia Pacific,Singapore,200,7.36
47.74.45.143,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,85,7.36
8.222.152.165,2083,2083,TRUE,SIN,Asia Pacific,Singapore,64,7.36
47.76.37.57,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,60,7.36
8.218.136.25,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,51,7.36
8.218.201.73,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,62,7.36
8.222.214.231,8880,8880,FALSE,SIN,Asia Pacific,Singapore,6,7.35
47.236.164.215,2096,2096,TRUE,SIN,Asia Pacific,Singapore,104,7.35
47.74.44.134,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,103,7.35
47.243.70.197,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,52,7.35
8.222.214.231,8443,8443,TRUE,SIN,Asia Pacific,Singapore,66,7.34
47.236.144.196,2052,2052,FALSE,SIN,Asia Pacific,Singapore,30,7.34
8.219.126.3,8443,8443,TRUE,SIN,Asia Pacific,Singapore,56,7.34
47.242.79.71,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,72,7.34
47.76.178.146,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,69,7.34
8.218.174.118,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,87,7.32
8.219.66.156,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,71,7.32
8.219.104.242,2053,2053,TRUE,SIN,Asia Pacific,Singapore,61,7.32
8.218.18.132,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,99,7.32
8.219.157.97,2086,2086,FALSE,SIN,Asia Pacific,Singapore,15,7.31
47.242.54.157,80,80,FALSE,HKG,Asia Pacific,Hong Kong,41,7.31
8.219.237.250,2052,2052,FALSE,SIN,Asia Pacific,Singapore,19,7.31
8.222.209.223,2086,2086,FALSE,SIN,Asia Pacific,Singapore,18,7.31
8.222.198.105,2082,2082,FALSE,SIN,Asia Pacific,Singapore,6,7.31
47.76.178.146,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,62,7.31
8.219.159.232,443,443,TRUE,SIN,Asia Pacific,Singapore,133,7.31
47.236.254.120,2083,2083,TRUE,SIN,Asia Pacific,Singapore,66,7.31
8.222.134.170,2082,2082,FALSE,SIN,Asia Pacific,Singapore,7,7.3
8.219.99.169,2053,2053,TRUE,SIN,Asia Pacific,Singapore,48,7.3
47.245.84.124,2096,2096,TRUE,SIN,Asia Pacific,Singapore,60,7.3
8.219.170.232,2096,2096,TRUE,SIN,Asia Pacific,Singapore,59,7.3
47.236.168.17,8080,8080,FALSE,SIN,Asia Pacific,Singapore,19,7.29
8.219.151.193,443,443,TRUE,NRT,Asia Pacific,Tokyo,70,7.29
47.242.54.157,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,62,7.29
47.236.202.91,8080,8080,FALSE,SIN,Asia Pacific,Singapore,54,7.29
8.218.22.210,80,80,FALSE,HKG,Asia Pacific,Hong Kong,52,7.29
8.219.11.158,80,80,FALSE,SIN,Asia Pacific,Singapore,9,7.28
47.236.11.84,2087,2087,TRUE,SIN,Asia Pacific,Singapore,158,7.28
8.222.208.38,2052,2052,FALSE,SIN,Asia Pacific,Singapore,4,7.28
8.219.142.191,2095,2095,FALSE,SIN,Asia Pacific,Singapore,6,7.28
8.222.184.198,2087,2087,TRUE,SIN,Asia Pacific,Singapore,59,7.28
8.222.212.219,8880,8880,FALSE,SIN,Asia Pacific,Singapore,68,7.27
8.222.140.87,2083,2083,TRUE,SIN,Asia Pacific,Singapore,135,7.26
8.219.100.168,2096,2096,TRUE,SIN,Asia Pacific,Singapore,58,7.26
47.236.158.158,2053,2053,TRUE,SIN,Asia Pacific,Singapore,49,7.26
47.236.117.48,2086,2086,FALSE,SIN,Asia Pacific,Singapore,15,7.26
8.219.126.3,2053,2053,TRUE,SIN,Asia Pacific,Singapore,51,7.26
47.236.144.196,2086,2086,FALSE,SIN,Asia Pacific,Singapore,20,7.26
8.219.6.157,2087,2087,TRUE,SIN,Asia Pacific,Singapore,88,7.25
8.219.106.15,80,80,FALSE,SIN,Asia Pacific,Singapore,227,7.25
8.222.236.229,80,80,FALSE,SIN,Asia Pacific,Singapore,16,7.25
8.218.136.25,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,89,7.25
8.219.159.232,2082,2082,FALSE,SIN,Asia Pacific,Singapore,27,7.25
8.210.66.190,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,80,7.25
47.236.117.48,443,443,TRUE,SIN,Asia Pacific,Singapore,56,7.24
8.222.215.228,2087,2087,TRUE,SIN,Asia Pacific,Singapore,96,7.24
8.219.159.232,2095,2095,FALSE,SIN,Asia Pacific,Singapore,7,7.24
8.219.152.195,8880,8880,FALSE,SIN,Asia Pacific,Singapore,226,7.24
8.217.207.60,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,102,7.23
47.76.178.146,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,84,7.23
8.222.226.15,8880,8880,FALSE,SIN,Asia Pacific,Singapore,9,7.23
8.217.207.60,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,62,7.22
8.219.126.3,8080,8080,FALSE,SIN,Asia Pacific,Singapore,9,7.22
8.218.127.249,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,46,7.22
8.222.249.98,2095,2095,FALSE,SIN,Asia Pacific,Singapore,9,7.21
8.218.146.204,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,35,7.21
47.236.104.98,2087,2087,TRUE,SIN,Asia Pacific,Singapore,49,7.21
47.236.144.196,2082,2082,FALSE,SIN,Asia Pacific,Singapore,17,7.21
8.218.85.128,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,102,7.21
8.222.253.235,2096,2096,TRUE,SIN,Asia Pacific,Singapore,72,7.2
8.222.213.221,2096,2096,TRUE,SIN,Asia Pacific,Singapore,78,7.2
47.236.121.23,8443,8443,TRUE,SIN,Asia Pacific,Singapore,34,7.2
8.219.3.53,8880,8880,FALSE,SIN,Asia Pacific,Singapore,6,7.2
8.219.107.199,8080,8080,FALSE,SIN,Asia Pacific,Singapore,14,7.19
8.222.193.65,8443,8443,TRUE,SIN,Asia Pacific,Singapore,82,7.19
8.222.252.150,8443,8443,TRUE,SIN,Asia Pacific,Singapore,75,7.19
8.219.99.8,2096,2096,TRUE,SIN,Asia Pacific,Singapore,87,7.19
47.245.115.6,80,80,FALSE,SIN,Asia Pacific,Singapore,18,7.19
8.219.99.8,443,443,TRUE,SIN,Asia Pacific,Singapore,61,7.18
8.210.65.1,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,37,7.18
8.219.78.1,80,80,FALSE,SIN,Asia Pacific,Singapore,14,7.18
8.222.202.163,8443,8443,TRUE,SIN,Asia Pacific,Singapore,94,7.18
8.222.198.105,2083,2083,TRUE,SIN,Asia Pacific,Singapore,100,7.17
8.218.18.235,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,37,7.17
8.219.3.53,80,80,FALSE,SIN,Asia Pacific,Singapore,6,7.17
8.219.106.156,443,443,TRUE,SIN,Asia Pacific,Singapore,111,7.17
8.219.199.220,2052,2052,FALSE,SIN,Asia Pacific,Singapore,27,7.17
47.236.123.133,8880,8880,FALSE,SIN,Asia Pacific,Singapore,19,7.16
47.236.144.156,2095,2095,FALSE,SIN,Asia Pacific,Singapore,14,7.16
8.219.142.229,2052,2052,FALSE,SIN,Asia Pacific,Singapore,7,7.16
47.76.49.246,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,40,7.16
8.222.140.87,2095,2095,FALSE,SIN,Asia Pacific,Singapore,6,7.16
8.219.51.211,8443,8443,TRUE,SIN,Asia Pacific,Singapore,57,7.16
8.222.213.221,2087,2087,TRUE,SIN,Asia Pacific,Singapore,105,7.16
47.243.183.127,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,53,7.16
8.219.99.169,80,80,FALSE,SIN,Asia Pacific,Singapore,17,7.15
47.76.32.108,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,103,7.15
8.219.103.65,2086,2086,FALSE,SIN,Asia Pacific,Singapore,16,7.15
8.219.1.92,2053,2053,TRUE,SIN,Asia Pacific,Singapore,28,7.15
47.242.17.250,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,44,7.15
8.222.254.91,2052,2052,FALSE,SIN,Asia Pacific,Singapore,5,7.15
8.219.3.53,2086,2086,FALSE,SIN,Asia Pacific,Singapore,15,7.15
8.222.160.176,8443,8443,TRUE,SIN,Asia Pacific,Singapore,63,7.15
47.236.87.206,8880,8880,FALSE,SIN,Asia Pacific,Singapore,16,7.15
8.218.122.55,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,63,7.14
8.219.106.15,2086,2086,FALSE,SIN,Asia Pacific,Singapore,6,7.13
8.219.4.122,443,443,TRUE,SIN,Asia Pacific,Singapore,79,7.13
8.222.193.65,8880,8880,FALSE,SIN,Asia Pacific,Singapore,4,7.13
8.222.193.208,8880,8880,FALSE,SIN,Asia Pacific,Singapore,4,7.13
47.236.93.176,2095,2095,FALSE,SIN,Asia Pacific,Singapore,26,7.12
8.222.244.123,443,443,TRUE,SIN,Asia Pacific,Singapore,50,7.12
8.219.60.54,2082,2082,FALSE,SIN,Asia Pacific,Singapore,11,7.12
8.222.236.229,443,443,TRUE,SIN,Asia Pacific,Singapore,55,7.12
47.236.169.15,2095,2095,FALSE,SIN,Asia Pacific,Singapore,31,7.12
8.219.86.200,2086,2086,FALSE,SIN,Asia Pacific,Singapore,14,7.11
8.222.197.251,2053,2053,TRUE,SIN,Asia Pacific,Singapore,66,7.11
8.222.144.117,2053,2053,TRUE,SIN,Asia Pacific,Singapore,76,7.11
8.219.104.37,2096,2096,TRUE,SIN,Asia Pacific,Singapore,36,7.11
8.218.122.55,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,63,7.1
8.219.99.169,8880,8880,FALSE,SIN,Asia Pacific,Singapore,18,7.1
8.222.254.91,2083,2083,TRUE,SIN,Asia Pacific,Singapore,75,7.1
8.210.107.246,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,65,7.1
47.242.59.216,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,59,7.1
8.222.146.222,2082,2082,FALSE,SIN,Asia Pacific,Singapore,5,7.1
47.76.80.72,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,68,7.1
8.219.86.200,2096,2096,TRUE,SIN,Asia Pacific,Singapore,72,7.1
8.219.153.237,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,129,7.09
47.242.79.71,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,39,7.08
8.222.214.13,2082,2082,FALSE,SIN,Asia Pacific,Singapore,14,7.08
8.219.142.229,80,80,FALSE,SIN,Asia Pacific,Singapore,6,7.07
8.219.179.34,443,443,TRUE,SIN,Asia Pacific,Singapore,53,7.07
8.219.58.64,2053,2053,TRUE,SIN,Asia Pacific,Singapore,83,7.07
8.219.1.92,8443,8443,TRUE,SIN,Asia Pacific,Singapore,59,7.07
8.219.51.211,2052,2052,FALSE,SIN,Asia Pacific,Singapore,3,7.07
8.217.145.40,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,61,7.06
8.210.107.246,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,72,7.06
8.217.239.116,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,78,7.06
47.74.7.51,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,75,7.06
8.222.223.34,2096,2096,TRUE,SIN,Asia Pacific,Singapore,31,7.06
8.218.201.73,80,80,FALSE,HKG,Asia Pacific,Hong Kong,68,7.05
8.219.13.143,80,80,FALSE,SIN,Asia Pacific,Singapore,9,7.05
8.219.199.220,2096,2096,TRUE,SIN,Asia Pacific,Singapore,121,7.05
8.219.6.157,8080,8080,FALSE,SIN,Asia Pacific,Singapore,14,7.04
47.242.54.157,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,35,7.04
8.219.78.1,2082,2082,FALSE,SIN,Asia Pacific,Singapore,23,7.04
8.210.9.129,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,40,7.04
8.222.144.50,2095,2095,FALSE,SIN,Asia Pacific,Singapore,43,7.02
47.236.254.120,2086,2086,FALSE,SIN,Asia Pacific,Singapore,10,7.02
8.219.126.3,8880,8880,FALSE,SIN,Asia Pacific,Singapore,33,7.02
47.242.174.27,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,85,7.01
8.219.84.214,8880,8880,FALSE,SIN,Asia Pacific,Singapore,27,7.01
8.219.122.55,2052,2052,FALSE,SIN,Asia Pacific,Singapore,11,7.01
8.218.146.204,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,51,7.01
8.218.204.128,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,46,7.01
8.219.202.130,8080,8080,FALSE,SIN,Asia Pacific,Singapore,30,7.01
47.242.17.250,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,60,7.01
8.222.254.91,8443,8443,TRUE,SIN,Asia Pacific,Singapore,30,7.01
8.222.221.90,2096,2096,TRUE,SIN,Asia Pacific,Singapore,49,7
8.222.249.190,2095,2095,FALSE,SIN,Asia Pacific,Singapore,6,7
47.76.49.246,80,80,FALSE,HKG,Asia Pacific,Hong Kong,38,7
8.218.204.128,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,66,6.99
47.76.37.57,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,55,6.98
8.219.99.49,443,443,TRUE,SIN,Asia Pacific,Singapore,60,6.98
47.236.83.239,8443,8443,TRUE,SIN,Asia Pacific,Singapore,72,6.98
47.74.7.51,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,121,6.97
8.217.147.230,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,45,6.97
47.236.180.51,2053,2053,TRUE,SIN,Asia Pacific,Singapore,139,6.96
47.236.121.7,2096,2096,TRUE,SIN,Asia Pacific,Singapore,80,6.96
8.219.110.88,2096,2096,TRUE,SIN,Asia Pacific,Singapore,44,6.96
8.219.6.157,2052,2052,FALSE,SIN,Asia Pacific,Singapore,7,6.96
8.219.101.72,2095,2095,FALSE,SIN,Asia Pacific,Singapore,7,6.96
8.210.3.24,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,93,6.96
47.236.125.62,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,80,6.95
8.219.240.160,2083,2083,TRUE,SIN,Asia Pacific,Singapore,74,6.95
8.218.207.169,443,443,TRUE,HKG,Asia Pacific,Hong Kong,88,6.95
8.219.83.201,2083,2083,TRUE,SIN,Asia Pacific,Singapore,79,6.95
8.219.104.242,8443,8443,TRUE,SIN,Asia Pacific,Singapore,32,6.95
8.218.18.235,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,37,6.95
47.236.87.246,2082,2082,FALSE,SIN,Asia Pacific,Singapore,37,6.95
8.222.180.86,2053,2053,TRUE,SIN,Asia Pacific,Singapore,110,6.94
8.219.61.52,2095,2095,FALSE,SIN,Asia Pacific,Singapore,5,6.94
47.236.104.98,2086,2086,FALSE,SIN,Asia Pacific,Singapore,14,6.94
8.218.143.10,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,43,6.94
8.222.223.34,2087,2087,TRUE,SIN,Asia Pacific,Singapore,81,6.93
47.236.83.239,8443,8443,TRUE,SIN,Asia Pacific,Singapore,70,6.93
8.219.163.195,2052,2052,FALSE,SIN,Asia Pacific,Singapore,12,6.93
8.217.91.121,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,102,6.93
8.222.162.45,2052,2052,FALSE,SIN,Asia Pacific,Singapore,16,6.93
8.219.215.214,80,80,FALSE,SIN,Asia Pacific,Singapore,5,6.93
8.210.55.134,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,69,6.92
8.217.145.40,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,42,6.92
8.217.239.116,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,54,6.92
47.242.176.237,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,61,6.92
47.243.162.49,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,45,6.92
8.218.243.95,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,46,6.92
47.76.146.1,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,73,6.92
47.245.84.124,2087,2087,TRUE,SIN,Asia Pacific,Singapore,115,6.91
8.222.223.34,2086,2086,FALSE,SIN,Asia Pacific,Singapore,7,6.91
8.222.221.90,443,443,TRUE,SIN,Asia Pacific,Singapore,78,6.91
8.219.161.129,2087,2087,TRUE,SIN,Asia Pacific,Singapore,122,6.91
47.245.105.224,2096,2096,TRUE,SIN,Asia Pacific,Singapore,124,6.91
8.219.51.211,80,80,FALSE,SIN,Asia Pacific,Singapore,14,6.9
8.219.73.188,2053,2053,TRUE,SIN,Asia Pacific,Singapore,32,6.9
47.76.178.146,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,54,6.9
8.219.107.135,8880,8880,FALSE,SIN,Asia Pacific,Singapore,11,6.9
8.219.93.5,2087,2087,TRUE,SIN,Asia Pacific,Singapore,42,6.9
8.222.160.176,2096,2096,TRUE,SIN,Asia Pacific,Singapore,74,6.9
8.218.122.55,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,37,6.89
8.219.104.242,80,80,FALSE,SIN,Asia Pacific,Singapore,17,6.89
8.219.102.252,8080,8080,FALSE,SIN,Asia Pacific,Singapore,16,6.89
47.76.77.103,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,79,6.89
8.219.87.34,2053,2053,TRUE,SIN,Asia Pacific,Singapore,72,6.88
8.219.67.133,2082,2082,FALSE,SIN,Asia Pacific,Singapore,13,6.88
47.76.32.108,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,43,6.88
8.219.206.180,2053,2053,TRUE,SIN,Asia Pacific,Singapore,59,6.88
8.219.126.3,2086,2086,FALSE,SIN,Asia Pacific,Singapore,8,6.88
8.222.193.65,2095,2095,FALSE,SIN,Asia Pacific,Singapore,2,6.88
47.236.180.51,2096,2096,TRUE,SIN,Asia Pacific,Singapore,76,6.88
8.219.159.232,2087,2087,TRUE,SIN,Asia Pacific,Singapore,79,6.87
8.218.243.95,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,105,6.87
47.236.169.141,2095,2095,FALSE,SIN,Asia Pacific,Singapore,19,6.87
8.218.11.90,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,125,6.87
47.242.59.216,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,42,6.87
47.236.169.164,8080,8080,FALSE,SIN,Asia Pacific,Singapore,18,6.86
47.245.118.70,2052,2052,FALSE,SIN,Asia Pacific,Singapore,21,6.86
8.219.202.130,2052,2052,FALSE,SIN,Asia Pacific,Singapore,13,6.86
47.236.104.98,8443,8443,TRUE,SIN,Asia Pacific,Singapore,72,6.86
8.219.6.157,2095,2095,FALSE,SIN,Asia Pacific,Singapore,47,6.86
8.217.159.210,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,36,6.86
47.236.144.196,2096,2096,TRUE,SIN,Asia Pacific,Singapore,42,6.85
47.236.144.48,2053,2053,TRUE,SIN,Asia Pacific,Singapore,78,6.85
8.218.127.249,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,46,6.85
47.236.130.95,2052,2052,FALSE,SIN,Asia Pacific,Singapore,39,6.84
8.219.42.72,2053,2053,TRUE,SIN,Asia Pacific,Singapore,63,6.84
47.236.146.249,2083,2083,TRUE,SIN,Asia Pacific,Singapore,37,6.84
47.76.49.246,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,41,6.84
8.218.3.12,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,48,6.84
8.219.107.199,2095,2095,FALSE,SIN,Asia Pacific,Singapore,34,6.84
8.219.60.54,2053,2053,TRUE,SIN,Asia Pacific,Singapore,76,6.83
47.236.169.15,2086,2086,FALSE,SIN,Asia Pacific,Singapore,31,6.83
8.222.210.182,8443,8443,TRUE,SIN,Asia Pacific,Singapore,111,6.83
8.218.156.91,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,45,6.82
8.222.208.38,2086,2086,FALSE,SIN,Asia Pacific,Singapore,12,6.82
8.222.152.165,2052,2052,FALSE,SIN,Asia Pacific,Singapore,67,6.82
8.219.106.156,2086,2086,FALSE,SIN,Asia Pacific,Singapore,142,6.82
8.219.99.8,2083,2083,TRUE,SIN,Asia Pacific,Singapore,45,6.81
8.222.237.131,80,80,FALSE,SIN,Asia Pacific,Singapore,13,6.81
8.219.86.200,2087,2087,TRUE,SIN,Asia Pacific,Singapore,75,6.81
8.222.197.251,2052,2052,FALSE,SIN,Asia Pacific,Singapore,10,6.8
47.236.254.120,80,80,FALSE,SIN,Asia Pacific,Singapore,25,6.8
47.236.202.91,2082,2082,FALSE,SIN,Asia Pacific,Singapore,15,6.8
8.222.222.64,2087,2087,TRUE,SIN,Asia Pacific,Singapore,42,6.8
47.242.234.127,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,40,6.8
8.222.244.123,8080,8080,FALSE,SIN,Asia Pacific,Singapore,21,6.8
47.245.105.224,2087,2087,TRUE,SIN,Asia Pacific,Singapore,127,6.79
47.245.105.224,2053,2053,TRUE,SIN,Asia Pacific,Singapore,77,6.79
8.222.146.222,8880,8880,FALSE,SIN,Asia Pacific,Singapore,19,6.79
8.219.111.175,2083,2083,TRUE,SIN,Asia Pacific,Singapore,71,6.79
47.74.34.47,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,82,6.79
8.219.3.53,2052,2052,FALSE,SIN,Asia Pacific,Singapore,16,6.79
47.236.116.182,80,80,FALSE,SIN,Asia Pacific,Singapore,5,6.79
47.236.164.215,80,80,FALSE,SIN,Asia Pacific,Singapore,53,6.79
8.218.188.129,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,43,6.79
8.219.122.55,2083,2083,TRUE,SIN,Asia Pacific,Singapore,51,6.79
47.242.54.157,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,40,6.78
47.242.174.27,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,85,6.78
47.238.4.124,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,46,6.78
8.217.145.40,443,443,TRUE,HKG,Asia Pacific,Hong Kong,38,6.78
8.210.65.1,443,443,TRUE,HKG,Asia Pacific,Hong Kong,72,6.78
8.219.228.186,2087,2087,TRUE,SIN,Asia Pacific,Singapore,93,6.77
8.222.180.242,2086,2086,FALSE,SIN,Asia Pacific,Singapore,38,6.77
47.74.44.134,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,86,6.77
